IP2,IP5,Boston,Park
,,,11.954384
,,,12.467623
,,,11.393594
,,,11.029868
,,,10.510662
,,,10.015289
,,,10.229052
,,,9.436801
,,,10.760065
,,,10.736712
,,,9.820769
,,,11.594927
,,,11.7127
,,,11.10218
,,,10.437222
,,,10.453197
,,,9.813465
,,,10.725243
,,,10.029965
,,,10.369559
,,,10.691023
,,,11.982237
,,,12.041158
,,,11.553627
,,,11.528809
,,,12.857151
,,,12.290154
,,,10.167457
,,,10.651482
,,,10.386095
,,,10.468835
,,,10.602809
,,,10.252468
,,,10.886667
,,,9.887838
,,,11.738808
,,,12.031307
,,,11.597916
,,,10.992799
,,,9.426001
,,,9.460295
,,,7.541475
,,,10.391536
,,,9.213741
,,,7.716421
,,,9.030514
,,,10.190263
,,,11.243449
,,,11.880398
,,,11.55031
,,,10.541606
,,,10.256676
,,,10.018343
,,,10.38891
,,,9.516825
,,,9.839512
,,,8.854024
,,,9.204552
,,,10.476865
,,,10.320412
,,,9.773921
,,,10.335915
,,,11.854544
,,,12.313772
,,,12.032669
,,,12.337757
,,,11.897881
,,,12.258643
,,,11.677023
,,,11.211657
,,,11.146851
,,,12.684559
,,,12.138153
,,,11.154697
,,,10.359509
,,,9.11034
,,,8.518753
,,,8.363598
,,,8.506026
,,,8.851393
,,,8.084339
,,,9.424446
,,,9.391587
,,,8.4398
,,,7.428757
,,,10.523645
,,,11.36777
,,,13.555822
,,,14.538376
,,,12.070589
,,,8.783297
,,,9.143755
,,,12.514497
,,,14.158088
,,,16.470383
,,,16.856745
,,,18.5301
,,,19.321793
,,,19.155033
,,,19.772436
,,,19.440819
,,,19.943666
,,,19.966564
,,,17.293463
,,,16.705338
,,,17.333122
,,,18.601305
,,,19.897501
,,,20.526789
,,,20.275743
,,,20.656738
,,,20.561462
,,,20.62899
,,,20.710047
,,,20.763407
,,,20.755396
,,,20.355858
,,,18.631401
,,,17.034983
,,,15.384511
,,,15.132771
,,,13.834412
,,,13.779845
,,,13.305354
,,,13.149378
,,,12.950655
,,,11.235513
,,,10.467051
,,,10.665503
,,,9.980465
,,,11.179744
,,,9.658746
,,,10.587497
,,,11.869006
,,,12.599304
,,,13.504453
,,,13.063583
,,,13.46985
,,,13.431183
,,,12.760877
,,,11.805895
,,,11.699272
,,,12.105979
,,,11.13068
,,,12.680549
,,,11.912729
,,,12.81178
,,,13.472129
,,,14.29782
,,,13.475649
,,,13.088655
,,,12.495794
,,,11.984699
,,,12.612191
,,,12.570541
,,,11.918445
,,,11.480399
,,,12.862846
,,,12.790847
,,,12.214558
,,,12.425713
,,,12.11972
,,,12.615577
,,,12.057099
,,,12.686666
,,,12.859006
,,,13.389172
,,,13.644957
,,,13.137962
,,,12.395679
,,,12.96589
,,,12.656075
,,,12.746002
,,,13.710438
,,,14.101007
,,,15.093496
,,,15.29481
,,,15.171555
,,,14.866192
,,,14.456683
,,,14.092003
,,,14.898897
,,,14.479852
,,,13.947208
,,,13.44162
,,,12.823755
,,,13.070531
,,,13.018549
,,,13.985445
,,,14.842958
,,,15.487486
,,,14.65746
,,,15.0268
,,,14.896601
,,,14.713502
,,,15.617401
,,,15.217341
,,,14.670153
,,,14.328126
,,,14.090532
,,,16.075233
,,,18.029289
,,,19.447256
,,,16.909397
,,,15.602358
,,,13.35189
,,,13.216201
,,,12.684969
,,,12.965549
,,,13.611284
,,,12.745128
,,,13.108273
,,,13.145031
,,,13.322698
,,,13.131792
,,,13.013208
,,,12.980079
,,,12.770321
,,,12.81704
,,,13.700415
,,,14.678333
,,,15.594493
,,,15.038466
,,,15.004507
,,,14.914471
,,,14.706886
,,,14.42231
,,,13.972994
,,,14.007744
,,,13.401833
,,,12.911328
,,,12.743292
,,,13.008999
,,,13.422251
,,,12.144041
,,,11.829682
,,,11.086474
,,,11.433782
,,,12.364083
,,,13.181872
,,,13.685604
,,,12.899165
,,,12.806396
,,,12.037021
,,,12.663263
,,,13.45595
,,,13.923206
,,,13.846994
,,,14.091038
,,,13.75023
,,,14.0333
,,,13.917384
,,,13.605542
,,,13.732487
,,,14.740824
,,,16.014791
,,,17.242882
,,,16.901777
,,,17.061016
,,,19.027073
,,,20.684931
,,,22.213785
,,,22.197199
,,,22.121571
,,,22.451813
,,,22.858055
,,,22.500801
,,,21.759258
,,,21.577452
,,,22.675133
,,,22.538393
,,,22.856321
,,,22.863026
,,,22.94619
,,,23.060596
,,,23.031082
,,,22.514608
,,,22.63282
,,,22.795773
,,,23.203878
,,,23.350643
,,,22.83428
,,,22.766331
,,,22.626728
,,,22.870018
,,,22.774286
,,,22.602911
,,,23.050159
,,,22.54101
,,,22.096725
,,,22.084503
,,,21.176926
,,,20.50985
,,,19.410448
,,,16.954948
,,,15.082116
,,,14.250989
,,,13.95957
,,,14.144457
,,,13.6836
,,,12.580394
,,,12.556694
,,,12.16017
,,,13.137559
,,,12.45134
,,,12.96548
,,,13.297609
,,,13.246908
,,,13.409242
,,,13.417559
,,,13.880888
,,,13.497807
,,,13.762026
,,,13.443593
,,,12.945079
,,,12.548292
,,,13.06214
,,,14.142563
,,,14.173497
,,,13.215903
,,,13.522644
,,,13.889833
,,,13.566972
,,,13.252028
,,,13.192245
,,,11.696959
,,,11.25141
,,,11.642413
,,,10.634799
,,,10.825473
,,,11.49578
,,,12.531629
,,,13.81307
,,,14.065966
,,,12.70752
,,,12.285517
,,,12.204513
,,,12.858085
,,,14.274997
,,,15.918193
,,,19.552067
,,,21.131737
,,,20.576494
,,,18.041111
,,,16.92909
,,,15.031994
,,,13.918255
,,,13.89715
,,,14.258185
,,,14.847685
,,,15.312231
,,,15.409471
,,,16.125858
,,,17.172281
,,,16.57515
,,,13.577886
,,,10.797385
,,,11.685153
,,,13.183994
,,,12.937229
,,,14.670688
,,,15.516424
,,,16.279358
,,,15.464458
,,,16.462957
,,,13.91305
,,,11.408581
,,,10.637676
,,,12.673906
,,,15.407266
,,,17.343418
,,,18.00572
,,,18.014328
,,,19.492634
,,,22.318352
,,,22.691486
,,,22.825363
,,,23.406353
,,,23.011171
,,,21.94644
,,,21.166603
,,,21.693144
,,,20.43816
,,,17.831057
,,,16.431805
,,,14.645147
,,,13.605237
,,,12.505546
,,,13.371506
,,,13.721571
,,,12.869864
,,,13.185782
,,,13.040399
,,,13.272843
,,,12.998625
,,,13.664704
,,,13.344929
,,,12.882071
,,,14.34306
,,,14.323078
,,,14.585757
,,,15.283463
,,,15.651899
,,,13.993555
,,,11.854456
,,,12.823622
,,,13.111141
,,,12.513525
,,,13.488151
,,,13.960353
,,,12.827121
,,,13.262117
,,,13.790895
,,,13.721532
,,,14.017726
,,,13.256914
,,,12.821928
,,,12.435371
,,,12.954248
,,,13.179139
,,,12.229769
,,,12.51123
,,,13.269916
,,,13.610838
,,,13.337207
,,,12.626932
,,,13.218084
,,,13.008078
,,,13.876105
,,,14.433376
,,,16.147974
,,,17.349642
,,,15.988345
,,,14.953279
,,,14.090813
,,,13.453513
,,,13.358822
,,,12.532959
,,,12.930759
,,,14.455044
,,,14.397005
,,,14.345219
,,,14.764991
,,,15.674141
,,,15.495844
,,,15.087608
,,,15.18586
,,,14.867805
,,,15.390223
,,,14.950615
,,,14.943558
,,,14.522938
,,,13.920286
,,,13.21961
,,,12.731661
,,,12.82896
,,,14.118246
,,,14.109438
,,,13.460789
,,,13.282274
,,,13.348494
,,,14.321246
,,,15.30726
,,,15.447644
,,,15.565849
,,,14.782186
,,,14.429512
,,,14.532638
,,,14.498268
,,,15.044386
,,,15.765114
,,,16.896967
,,,16.621704
,,,15.122362
,,,13.0824
,,,13.410608
,,,13.719119
,,,15.460051
,,,15.097743
,,,14.351988
,,,13.891304
,,,13.249622
,,,13.08592
,,,12.846189
,,,14.236164
,,,14.166869
,,,13.986376
,,,14.675499
,,,15.454597
,,,16.525761
,,,16.219469
,,,15.640331
,,,15.727063
,,,15.216915
,,,14.12134
,,,14.840308
,,,15.349133
,,,15.006399
,,,14.062382
,,,13.4501
,,,13.299656
,,,12.40429
,,,13.568556
,,,13.153406
,,,13.045373
,,,12.732047
,,,12.829412
,,,12.307138
,,,12.123039
,,,12.779731
,,,12.340355
,,,11.866846
,,,13.214746
,,,12.806572
,,,13.07435
,,,13.493304
,,,12.942266
,,,12.802868
,,,12.196187
,,,11.900716
,,,11.648594
,,,11.941656
,,,11.469363
,,,12.240362
,,,14.017565
,,,16.128996
,,,15.624814
,,,15.040231
,,,15.641946
,,,17.072901
,,,17.984657
,,,17.867561
,,,17.555401
,,,17.675682
,,,15.668484
,,,13.811751
,,,13.07332
,,,13.165749
,,,13.14159
,,,13.60818
,,,16.034054
,,,15.548196
,,,15.39628
,,,15.421936
,,,15.475466
,,,16.27109
,,,15.593051
,,,13.701097
,,,14.151421
,,,17.802719
,,,19.62727
,,,20.259809
,,,20.689697
,,,21.983461
,,,22.792587
,,,20.567892
,,,17.390209
,,,16.491501
,,,18.865458
,,,18.64827
,,,17.997599
,,,17.927505
,,,17.469049
,,,16.169712
,,,15.106097
,,,13.962902
,,,13.525526
,,,12.852612
,,,12.498249
,,,12.979459
,,,13.306429
,,,13.906561
,,,13.22783
,,,12.604086
,,,11.562034
,,,11.141901
,,,11.329697
,,,12.975174
,,,13.592438
,,,13.03684
,,,13.285234
,,,13.886221
,,,12.76168
,,,12.475338
,,,12.153008
,,,13.142797
,,,13.475452
,,,13.219943
,,,11.901984
,,,12.241034
,,,12.003184
,,,12.617398
,,,12.931499
,,,13.703871
,,,12.893503
,,,12.803421
,,,12.604647
,,,13.043748
,,,12.622351
,,,11.737017
,,,11.614546
,,,11.984123
,,,11.4086
,,,12.38194
,,,11.757474
,,,12.965588
,,,14.136166
,,,13.574668
,,,13.987602
,,,14.532247
,,,14.039425
,,,15.147353
,,,15.55666
,,,16.227047
,,,17.403057
,,,18.822172
,,,21.146467
,,,21.23667
,,,21.134422
,,,22.126047
,,,22.050512
,,,22.249226
,,,20.763281
,,,19.542892
,,,18.595541
,,,19.647831
,,,20.10187
,,,19.35117
,,,19.342722
,,,19.114031
,,,19.533031
,,,19.767315
,,,19.256094
,,,19.327206
,,,19.08659
,,,19.139231
,,,19.700523
,,,19.234825
,,,19.053963
,,,19.744089
,,,19.397594
,,,19.561447
,,,20.600662
,,,19.939573
,,,20.598028
,,,21.463135
,,,19.903748
,,,17.862263
,,,17.187698
,,,17.447811
,,,18.10091
,,,18.252434
,,,17.009293
,,,14.1492
,,,13.194677
,,,12.713981
,,,13.69804
,,,14.189109
,,,14.438066
,,,14.168509
,,,14.299077
,,,14.640755
,,,14.672216
,,,14.053476
,,,12.937267
,,,13.119612
,,,13.745026
,,,12.687655
,,,12.238349
,,,12.525419
,,,13.524314
,,,14.125858
,,,14.066011
,,,13.150175
,,,12.55845
,,,13.930923
,,,14.36606
,,,14.006232
,,,12.79923
,,,12.755055
,,,12.554064
,,,13.478329
,,,14.258373
,,,13.489676
,,,12.832861
,,,12.836275
,,,13.087484
,,,12.914535
,,,13.402287
,,,13.603834
,,,13.129915
,,,13.354137
,,,13.673625
,,,13.15097
,,,12.713059
,,,13.651869
,,,15.915599
,,,16.012529
,,,21.564636
,,,22.009077
,,,20.118015
,,,17.546402
,,,16.219925
,,,16.192139
,,,15.567254
,,,16.591833
,,,17.735752
,,,20.081589
,,,19.030291
,,,19.678507
,,,21.365711
,,,22.233389
,,,22.546846
,,,22.55312
,,,21.215897
,,,18.965584
,,,16.540846
,,,15.447147
,,,15.252478
,,,15.607339
,,,16.472343
,,,17.813595
,,,20.691357
,,,20.404032
,,,18.048258
,,,16.692003
,,,17.587498
,,,21.088972
,,,19.607161
,,,16.775753
,,,15.362392
,,,15.70527
,,,17.032749
,,,18.539455
,,,19.400408
,,,20.11307
,,,21.615046
,,,22.631897
,,,20.89114
,,,20.493458
,,,20.195696
,,,21.34309
,,,17.164209
,,,15.923563
,,,15.587369
,,,14.283886
,,,13.843192
,,,13.200895
,,,11.474895
,,,12.126287
,,,12.657805
,,,13.888775
,,,13.85397
,,,12.383376
,,,12.537067
,,,13.263683
,,,13.645959
,,,13.2537
,,,13.584327
,,,11.795048
,,,10.144899
,,,11.526078
,,,12.475958
,,,13.688456
,,,12.956773
,,,12.830589
,,,12.964053
,,,13.626185
,,,14.04705
,,,13.357668
,,,11.907759
,,,12.154726
,,,12.872029
,,,12.367669
,,,12.105121
,,,12.398499
,,,12.223741
,,,11.435558
,,,11.254774
,,,13.294724
,,,12.611486
,,,12.323856
,,,13.222656
,,,13.05633
,,,12.239799
,,,12.715919
,,,12.53039
,,,13.586631
,,,15.095483
,,,16.854355
,,,17.454399
,,,17.358557
,,,17.110611
,,,17.284945
,,,16.885784
,,,16.287903
,,,16.083498
,,,16.559128
,,,17.365267
,,,18.386166
,,,18.23666
,,,15.726444
,,,14.701927
,,,14.100303
,,,13.666171
,,,14.150287
,,,12.930223
,,,13.03482
,,,14.901172
,,,16.489386
,,,16.439987
,,,16.901386
,,,16.538164
,,,15.793552
,,,15.700727
,,,15.758797
,,,14.930552
,,,14.994311
,,,13.738913
,,,14.572397
,,,14.743635
,,,15.22703
,,,16.35803
,,,16.940098
,,,16.156626
,,,15.273689
,,,14.036092
,,,14.113966
,,,14.220599
,,,14.873477
,,,15.942769
,,,15.206347
,,,15.222521
,,,14.380359
,,,13.274565
,,,12.629148
,,,13.071169
,,,11.905478
,,,11.8659
,,,12.615824
,,,11.388378
,,,12.581929
,,,13.023782
,,,12.640333
,,,12.643157
,,,12.059669
,,,11.589679
,,,11.983949
,,,12.359792
,,,12.247962
,,,12.921474
,,,12.810155
,,,11.943389
,,,10.754394
,,,11.396686
,,,12.664062
,,,11.654972
,,,11.202642
,,,12.500107
,,,13.855946
,,,13.904028
,,,14.087696
,,,15.524609
,,,12.951659
,,,11.793663
,,,13.239168
,,,14.303186
,,,13.166499
,,,12.043343
,,,12.089835
,,,12.413502
,,,12.386903
,,,11.792212
,,,12.259816
,,,12.068849
,,,12.286429
,,,13.227947
,,,12.495586
,,,10.887891
,,,10.079484
,,,11.557256
,,,10.705365
,,,10.810293
,,,10.552538
,,,10.873536
,,,10.674522
,,,10.939438
,,,11.125216
,,,12.152887
,,,12.441938
,,,12.264656
,,,12.881837
,,,12.165518
,,,12.781638
,,,12.010077
,,,11.927882
,,,12.223678
,,,12.944057
,,,12.509264
,,,12.544369
,,,13.553225
,,,13.387275
,,,12.305193
,,,13.294593
,,,14.190425
,,,15.856447
,,,17.616528
,,,21.658514
,,,22.303059
,,,22.893654
,,,23.089201
,,,23.310501
,,,24.030594
,,,24.684732
,,,25.268646
,,,24.924391
,,,24.392227
,,,24.067318
,,,23.291996
,,,23.332436
,,,22.995941
,,,23.642117
,,,25.113403
,,,25.615238
,,,25.386522
,,,25.089476
,,,25.168617
,,,24.883987
,,,24.046837
,,,23.765486
,,,24.742359
,,,23.821396
,,,20.296112
,,,19.737492
,,,20.639708
,,,21.473827
,,,23.838577
,,,24.580202
,,,25.40966
,,,26.101799
,,,25.63957
,,,22.882957
,,,18.683603
,,,16.93425
,,,16.189281
,,,15.038024
,,,13.808116
,,,13.073477
,,,14.089682
,,,13.84831
,,,13.0527
,,,11.504792
,,,11.696211
,,,10.945821
,,,11.354266
,,,11.714249
,,,11.903753
,,,12.360667
,,,11.810678
,,,11.73863
,,,12.276505
,,,13.252836
,,,12.978209
,,,12.438423
,,,12.852941
,,,12.958117
,,,12.264275
,,,12.51873
,,,12.734358
,,,12.868279
,,,13.87259
,,,13.056631
,,,13.63469
,,,13.263745
,,,13.562786
,,,14.707172
,,,14.612371
,,,14.681334
,,,14.907026
,,,14.665775
,,,15.075428
,,,15.506429
,,,16.536152
,,,18.016327
,,,18.833172
,,,18.582022
,,,18.016151
,,,18.193089
,,,18.342279
,,,18.585049
,,,18.691391
,,,19.348385
,,,19.521847
,,,19.897169
,,,19.889692
,,,19.28949
,,,18.877579
,,,19.039791
,,,19.272968
,,,19.957342
,,,19.038727
,,,18.570654
,,,17.759483
,,,18.184473
,,,18.029325
,,,18.152546
,,,17.755466
,,,18.223576
,,,19.044258
,,,19.741842
,,,20.899668
,,,20.884293
,,,20.766571
,,,20.931662
,,,21.050034
,,,20.144043
,,,19.587214
,,,18.729588
,,,16.365664
,,,14.527244
,,,13.065267
,,,13.155938
,,,13.995705
,,,14.153218
,,,13.826064
,,,14.678584
,,,15.044642
,,,14.987912
,,,14.450017
,,,14.863051
,,,14.442299
,,,14.323869
,,,14.010347
,,,13.122315
,,,13.180429
,,,13.37421
,,,14.206038
,,,13.520122
,,,12.780781
,,,12.251125
,,,12.925566
,,,12.7665
,,,12.096355
,,,10.964421
,,,11.552307
,,,12.388851
,,,12.40403
,,,11.520527
,,,11.844013
,,,11.68531
,,,13.051487
,,,13.770607
,,,13.460176
,,,13.997859
,,,13.34495
,,,12.147292
,,,12.014771
,,,12.992091
,,,13.000523
,,,12.592631
,,,13.691088
,,,13.305282
,,,12.461193
,,,12.491848
,,,13.168392
,,,13.881233
,,,13.846674
,,,13.709345
,,,13.855071
,,,13.827847
,,,13.531597
,,,14.404188
,,,14.621321
,,,15.645254
,,,16.492313
,,,19.098818
,,,18.056927
,,,15.939369
,,,17.059883
,,,18.005558
,,,18.748077
,,,18.137629
,,,18.307077
,,,19.217173
,,,18.805899
,,,18.706854
,,,19.248108
,,,18.99197
,,,18.861607
,,,19.560822
,,,19.309679
,,,19.242929
,,,18.599329
,,,19.118103
,,,19.744572
,,,19.951355
,,,18.209208
,,,16.972925
,,,17.70409
,,,17.569284
,,,18.890327
,,,18.471075
,,,17.826553
,,,18.174902
,,,18.395224
,,,19.428795
,,,19.827351
,,,19.913794
,,,20.110428
,,,19.248306
,,,18.994934
,,,19.95998
,,,20.12569
,,,19.224016
,,,15.767784
,,,14.606321
,,,14.282736
,,,13.776285
,,,13.391539
,,,14.067677
,,,14.375879
,,,14.76471
,,,14.799666
,,,14.432848
,,,13.96213
,,,13.814343
,,,14.106451
,,,14.180823
,,,14.039349
,,,14.335361
,,,14.66063
,,,15.133488
,,,15.426079
,,,14.176622
,,,13.919693
,,,12.244112
,,,12.683039
,,,13.93462
,,,13.723489
,,,14.48002
,,,12.927169
,,,13.186139
,,,12.827349
,,,12.863014
,,,13.144227
,,,12.916399
,,,13.353118
,,,12.674981
,,,12.411462
,,,11.705254
,,,11.822161
,,,12.946507
,,,12.917976
,,,12.216248
,,,13.048364
,,,12.921697
,,,11.782789
,,,12.111984
,,,12.591353
,,,14.22703
,,,14.611238
,,,15.225338
,,,14.23644
,,,13.853225
,,,14.587675
,,,14.659863
,,,15.352736
,,,15.630889
,,,16.080887
,,,17.220282
,,,19.063093
,,,22.603924
,,,24.179432
,,,23.925018
,,,23.270132
,,,24.013006
,,,23.865278
,,,24.180496
,,,24.712307
,,,24.630611
,,,24.722269
,,,22.692526
,,,20.103855
,,,18.833363
,,,20.169571
,,,19.850647
,,,18.221252
,,,17.653622
,,,17.595215
,,,16.805607
,,,18.203884
,,,19.595755
,,,19.398571
,,,21.201889
,,,21.052992
,,,20.123161
,,,16.549458
,,,14.992633
,,,16.17057
,,,17.745325
,,,18.229626
,,,19.149235
,,,20.285919
,,,21.165329
,,,22.481361
,,,22.823236
,,,24.208012
,,,23.840141
,,,20.141693
,,,18.523121
,,,16.154373
,,,16.115692
,,,14.630643
,,,13.029593
,,,12.729313
,,,12.647497
,,,11.538698
,,,11.631567
,,,11.250687
,,,12.783278
,,,12.670802
,,,11.929382
,,,11.885567
,,,11.748433
,,,12.205492
,,,11.517891
,,,11.695413
,,,12.430791
,,,13.251646
,,,12.460293
,,,12.580632
,,,13.261943
,,,14.036524
,,,14.157124
,,,14.043866
,,,12.490115
,,,13.837721
,,,13.253016
,,,11.426946
,,,10.366916
,,,11.822371
,,,12.337072
,,,13.259258
,,,13.483217
,,,13.500457
,,,12.395247
,,,11.581272
,,,13.062508
,,,12.180117
,,,11.312521
,,,11.930449
,,,11.647214
,,,12.945217
,,,11.967574
,,,12.238733
,,,12.52932
,,,14.503862
,,,19.635254
,,,23.242786
,,,25.612244
,,,25.438702
,,,25.45681
,,,25.701361
,,,25.582933
,,,23.921818
,,,21.461573
,,,20.005508
,,,19.457306
,,,18.637325
,,,18.939152
,,,17.272278
,,,15.700804
,,,14.953703
,,,14.757318
,,,14.290009
,,,16.044802
,,,17.293205
,,,16.41593
,,,16.636688
,,,17.996386
,,,17.805288
,,,16.58316
,,,16.681398
,,,19.4963
,,,23.879776
,,,26.264193
,,,27.208815
,,,24.69702
,,,22.089859
,,,20.960003
,,,21.932537
,,,22.775785
,,,24.708809
,,,25.078102
,,,19.150873
,,,18.938805
,,,18.256893
,,,20.09116
,,,22.597599
,,,20.773527
,,,18.489801
,,,14.725419
,,,13.817797
,,,12.284924
,,,12.087811
,,,12.848468
,,,14.028194
,,,13.602747
,,,13.562989
,,,11.752174
,,,11.104217
,,,12.406353
,,,11.666503
,,,11.419444
,,,11.83621
,,,12.290865
,,,9.538177
,,,10.193863
,,,8.243352
,,,10.274803
,,,11.079389
,,,10.879446
,,,13.070216
,,,13.523378
,,,12.64068
,,,13.927397
,,,14.1153
,,,14.03694
,,,14.68717
,,,14.660768
,,,15.393801
,,,15.244106
,,,15.344033
,,,15.408173
,,,15.191702
,,,14.941031
,,,14.473791
,,,14.174882
,,,15.347273
,,,15.699636
,,,15.46591
,,,15.351126
,,,14.754112
,,,13.507033
,,,13.106589
,,,12.991856
,,,13.530703
,,,13.703581
,,,12.758893
,,,13.290044
,,,14.212297
,,,11.437281
,,,10.873317
,,,12.218626
,,,12.454701
,,,12.530147
,,,11.94312
,,,11.90457
,,,11.844989
,,,12.560141
,,,13.315578
,,,11.873848
,,,11.494255
,,,10.464085
,,,11.046602
,,,11.655169
,,,12.648651
,,,12.754517
,,,13.252668
,,,12.54689
,,,11.706924
,,,12.237434
,,,11.008204
,,,11.248219
,,,11.800995
,,,12.280167
,,,13.759102
,,,13.824732
,,,13.369387
,,,14.686393
,,,14.992918
,,,15.994352
